source_catg,target_catg,delta_times
21639,21857,1.0
21798,21926,1.0
21926,21748,1.0
21710,21939,1.0
21928,21841,1.0
21737,21875,1.0
21609,21717,5.0
21717,21635,2.0
21717,21842,1.0
21737,21887,1.0
21696,21652,1.0
21767,21887,1.0
21887,21645,1.0
21688,21790,2.0
21696,21792,1.0
21756,21914,1.0
21713,21696,1.0
21887,21842,1.0
21886,21772,2.0
21731,21792,1.0
21880,21609,1.0
21737,21934,1.0
21862,21720,1.0
21720,21899,2.0
21642,21834,1.0
21710,21758,1.0
21688,21798,1.0
21933,21771,1.0
21688,21824,1.0
21659,21666,2.0
21645,21680,1.0
21680,21645,1.0
21645,21720,1.0
21635,21762,1.0
21823,21625,1.0
21638,21906,1.0
21906,21609,1.0
21826,21856,1.0
21671,21639,1.0
21815,21638,1.0
21639,21856,1.0
21671,21842,1.0
21671,21654,1.0
21934,21671,1.0
21671,21899,1.0
21856,21787,1.0
21833,21779,1.0
21914,21645,1.0
21931,21711,2.0
21931,21763,1.0
21625,21931,1.0
21636,21733,1.0
21749,21688,1.0
21727,21674,1.0
21940,21734,1.0
21734,21857,1.0
21867,21625,1.0
21833,21646,1.0
21737,21610,1.0
21833,21918,3.0
21886,21812,1.0
21812,21753,1.0
21898,21809,1.0
21688,21601,1.0
21688,21708,1.0
21688,21907,1.0
21666,21809,2.0
21809,21666,1.0
21645,21668,1.0
21752,21659,1.0
21884,21762,3.0
21918,21762,5.0
21783,21836,1.0
21711,21695,1.0
21737,21727,2.0
21907,21914,1.0
21718,21907,1.0
21673,21843,1.0
21737,21848,1.0
21848,21667,1.0
21875,21684,2.0
21914,21720,1.0
21680,21753,1.0
21666,21696,1.0
21881,21944,1.0
21718,21756,5.0
21892,21891,1.0
21733,21714,1.0
21932,21682,1.0
21737,21673,1.0
21898,21640,1.0
21733,21914,3.0
21718,21734,1.0
21823,21898,1.0
21731,21930,1.0
21888,21731,1.0
21633,21872,1.0
21872,21678,1.0
21862,21823,1.0
21835,21823,1.0
21653,21933,4.0
21898,21826,1.0
21891,21666,1.0
21840,21833,2.0
21685,21635,1.0
21718,21795,1.0
21879,21850,1.0
21850,21938,1.0
21809,21840,1.0
21771,21666,1.0
21635,21878,1.0
21652,21739,1.0
21697,21851,1.0
21851,21635,1.0
21753,21795,1.0
21673,21711,2.0
21888,21673,2.0
21673,21603,1.0
21918,21673,1.0
21635,21603,1.0
21702,21734,1.0
21734,21925,1.0
21673,21702,1.0
21702,21673,2.0
21918,21903,1.0
21673,21888,1.0
21673,21925,1.0
21603,21682,1.0
21673,21918,1.0
21633,21899,1.0
21620,21710,1.0
21710,21899,1.0
21604,21886,1.0
21811,21642,1.0
21765,21944,1.0
21820,21862,1.0
21736,21666,2.0
21879,21736,1.0
21736,21805,1.0
21736,21820,1.0
21780,21619,1.0
21824,21856,1.0
21905,21737,1.0
21886,21754,1.0
21717,21707,1.0
21862,21734,1.0
21734,21862,1.0
21623,21821,1.0
21918,21925,1.0
21697,21771,1.0
21669,21898,1.0
21639,21918,1.0
21621,21879,1.0
21888,21761,1.0
21702,21666,1.0
21621,21717,1.0
21680,21826,1.0
21820,21718,1.0
21933,21651,1.0
21630,21637,1.0
21835,21637,1.0
21934,21727,1.0
21765,21899,1.0
21892,21913,1.0
21786,21782,1.0
21944,21874,1.0
21749,21737,1.0
21895,21737,1.0
21730,21688,1.0
21859,21673,1.0
21718,21695,2.0
21695,21739,1.0
21695,21711,1.0
21695,21667,1.0
21757,21695,2.0
21737,21695,1.0
21681,21853,1.0
21826,21635,1.0
21737,21630,1.0
21826,21792,1.0
21869,21890,1.0
21771,21733,1.0
21630,21628,1.0
21710,21633,1.0
21615,21638,1.0
21805,21891,1.0
21615,21815,1.0
21891,21834,1.0
21815,21615,1.0
21914,21897,1.0
21892,21698,1.0
21730,21637,1.0
21890,21913,1.0
21913,21727,1.0
21727,21726,1.0
21727,21637,1.0
21647,21645,1.0
21779,21923,1.0
21769,21890,1.0
21871,21879,1.0
21811,21787,1.0
21835,21645,1.0
21937,21635,1.0
21888,21835,1.0
21609,21615,1.0
21615,21609,1.0
21779,21798,1.0
21607,21667,1.0
21886,21887,1.0
21887,21879,1.0
21879,21737,1.0
21641,21931,1.0
21807,21906,1.0
21757,21737,2.0
21790,21640,1.0
21609,21633,2.0
21871,21876,1.0
21702,21834,1.0
21633,21842,1.0
21876,21760,1.0
21823,21888,1.0
21918,21849,1.0
21645,21673,1.0
21718,21673,1.0
21945,21711,1.0
21710,21642,1.0
21767,21882,2.0
21635,21882,1.0
21882,21767,2.0
21882,21808,1.0
21857,21763,1.0
21931,21710,1.0
21826,21906,1.0
21919,21783,2.0
21919,21678,1.0
21919,21898,1.0
21919,21879,1.0
21919,21654,1.0
21772,21871,1.0
21782,21749,1.0
21896,21611,1.0
21611,21914,1.0
21886,21844,1.0
21793,21635,2.0
21940,21793,1.0
21875,21739,1.0
21879,21875,1.0
21934,21842,1.0
21688,21927,1.0
21661,21890,1.0
21879,21926,1.0
21713,21763,1.0
21713,21914,1.0
21667,21672,1.0
21787,21763,1.0
21663,21713,1.0
21673,21823,1.0
21898,21890,1.0
21925,21633,1.0
21925,21601,1.0
21601,21609,1.0
21846,21898,1.0
21633,21898,1.0
21823,21633,1.0
21635,21846,1.0
21931,21633,2.0
21786,21892,2.0
21797,21879,1.0
21714,21934,1.0
21690,21898,1.0
21607,21820,1.0
21702,21944,1.0
21888,21663,1.0
21663,21888,1.0
21678,21942,1.0
21764,21914,1.0
21630,21629,1.0
21844,21666,1.0
21790,21609,1.0
21820,21790,1.0
21673,21636,1.0
21609,21673,1.0
21737,21636,1.0
21748,21836,1.0
21718,21836,1.0
21654,21933,1.0
21659,21771,1.0
21946,21753,2.0
21753,21946,1.0
21946,21886,1.0
21797,21621,2.0
21621,21782,1.0
21933,21625,1.0
21625,21609,1.0
21717,21791,1.0
21879,21891,1.0
21711,21840,1.0
21898,21740,1.0
21733,21932,1.0
21690,21840,1.0
21738,21645,1.0
21645,21738,1.0
21738,21823,2.0
21823,21738,1.0
21783,21823,2.0
21817,21922,1.0
21738,21783,1.0
21783,21607,2.0
21823,21798,1.0
21639,21896,1.0
21890,21817,2.0
21887,21688,1.0
21780,21635,1.0
21623,21635,1.0
21842,21601,1.0
21750,21635,1.0
21609,21761,1.0
21756,21840,1.0
21621,21833,1.0
21779,21756,1.0
21625,21826,1.0
21846,21688,1.0
21737,21903,1.0
21857,21799,1.0
21886,21905,1.0
21604,21798,1.0
21926,21787,1.0
21941,21892,1.0
21892,21675,3.0
21884,21892,1.0
21688,21693,1.0
21675,21835,1.0
21762,21769,1.0
21762,21727,2.0
21815,21695,1.0
21940,21762,1.0
21727,21806,1.0
21635,21911,1.0
21899,21836,1.0
21688,21757,1.0
21925,21843,1.0
21843,21848,1.0
21896,21620,1.0
21807,21630,1.0
21786,21621,1.0
21621,21807,1.0
21787,21625,1.0
21730,21720,1.0
21633,21702,1.0
21932,21607,1.0
21769,21738,1.0
21906,21869,1.0
21807,21619,1.0
21627,21737,1.0
21931,21868,1.0
21654,21931,1.0
21879,21931,1.0
21826,21905,1.0
21607,21931,1.0
21695,21603,1.0
21805,21780,1.0
21736,21891,1.0
21718,21833,1.0
21934,21659,1.0
