catg,time,delta_times
21793,22014,2.0
21793,21986,3.0
21772,22055,25.0
21772,22058,27.0
21772,22014,24.0
21772,22035,14.0
21674,22086,10.0
21772,22034,20.0
21769,21950,4.0
21772,22033,20.0
21806,22033,11.0
21772,21962,28.0
21772,22013,18.0
21609,22011,57.0
21715,22109,3.0
21678,21965,35.0
21890,21967,5.0
21792,22111,4.0
21744,21992,2.0
21914,22025,4.0
21744,22030,3.0
21744,22053,1.0
21914,22095,9.0
21898,22070,19.0
21824,22031,3.0
21898,22036,44.0
21898,22035,41.0
21869,21988,3.0
21898,21947,32.0
21898,21965,36.0
21635,22105,76.0
21898,22107,25.0
21654,22083,1.0
21898,22063,36.0
21678,22013,20.0
21678,21989,31.0
21787,22082,4.0
21840,22031,11.0
21609,22033,66.0
21607,22054,2.0
21840,21982,5.0
21609,21961,69.0
21625,22018,2.0
21642,22114,1.0
21757,22043,11.0
21892,22038,10.0
21892,21966,9.0
21842,21972,4.0
21885,22013,2.0
21823,22040,4.0
21823,22061,8.0
21710,21963,9.0
21823,21995,3.0
21823,21982,16.0
21607,21995,4.0
21720,22033,4.0
21928,22065,6.0
21914,22011,27.0
21935,21994,2.0
21805,22084,7.0
21772,22078,15.0
21805,22108,4.0
21798,21982,2.0
21909,21983,5.0
21750,22107,4.0
21772,22080,13.0
21898,22088,53.0
21798,22078,2.0
21772,22079,10.0
21798,22030,2.0
21844,21968,1.0
21737,21948,12.0
21840,22081,6.0
21863,22091,2.0
21764,22043,7.0
21710,22017,15.0
21843,22113,2.0
21667,22092,7.0
21784,21961,5.0
21779,21988,21.0
21779,22013,18.0
21779,22088,37.0
21687,21963,1.0
21820,22042,10.0
21890,22063,11.0
21689,22067,2.0
21621,22021,15.0
21621,22082,7.0
21710,22006,23.0
21723,22030,19.0
21738,22040,4.0
21621,21981,14.0
21621,22095,16.0
21621,22109,9.0
21720,22096,4.0
21844,22065,3.0
21899,22086,23.0
21928,22090,11.0
21670,22112,2.0
21835,22019,24.0
21941,21958,3.0
21678,22091,35.0
21914,22059,43.0
21874,22084,4.0
21879,22087,22.0
21748,21992,12.0
21711,22082,1.0
21840,22109,2.0
21638,22072,22.0
21727,22112,10.0
21748,22032,9.0
21779,22067,9.0
21659,22039,3.0
21621,21962,7.0
21630,22111,15.0
21874,22091,2.0
21783,22090,20.0
21783,22093,6.0
21891,22108,8.0
21637,22110,1.0
21834,22092,8.0
21690,22018,2.0
21710,22111,5.0
21748,22081,13.0
21713,22110,2.0
21857,22054,13.0
21907,22084,2.0
21922,21993,2.0
21875,22082,3.0
21857,22052,25.0
21668,21947,1.0
21798,22114,1.0
21675,22095,1.0
21645,22030,44.0
21859,22041,19.0
21645,21957,28.0
21913,22017,13.0
21891,22034,7.0
21620,21963,2.0
21891,22011,12.0
21659,22093,6.0
21727,22042,21.0
21620,22059,3.0
21620,21971,2.0
21891,22058,3.0
21842,22060,17.0
21620,21986,4.0
21820,22016,6.0
21757,22010,9.0
21782,22060,2.0
21944,21999,9.0
21757,21965,5.0
21754,22056,1.0
21748,22084,21.0
21734,21969,2.0
21737,22014,5.0
21815,21972,6.0
21737,21955,8.0
21681,21956,2.0
21798,22015,3.0
21720,22015,3.0
21652,22057,1.0
21934,22010,23.0
21783,22012,14.0
21630,22056,4.0
21737,22052,5.0
21681,22053,8.0
21713,22084,4.0
21635,22069,18.0
21809,22092,3.0
21738,21964,1.0
21815,22114,18.0
21666,22102,2.0
21635,22045,7.0
21666,21998,19.0
21730,21988,3.0
21914,22038,22.0
21840,22093,8.0
21888,21991,10.0
21888,22068,2.0
21888,22087,11.0
21888,21990,6.0
21888,22015,10.0
21888,22039,7.0
21888,21966,9.0
21888,22043,2.0
21815,21947,15.0
21754,22075,1.0
21709,22097,14.0
21630,22074,17.0
21709,22023,9.0
21709,22046,6.0
21709,22045,6.0
21709,22022,9.0
21914,21968,26.0
21716,21962,1.0
21630,21950,8.0
21709,21997,3.0
21899,22036,12.0
21623,22014,2.0
21720,22045,10.0
21695,22070,15.0
21637,21968,5.0
21936,22008,4.0
21695,22069,15.0
21918,22096,11.0
21936,22061,2.0
21757,21972,6.0
21817,22087,2.0
21695,22089,13.0
21798,22039,4.0
21630,22094,14.0
21936,22059,2.0
21913,22081,4.0
21752,22091,9.0
21688,22038,56.0
21771,22067,11.0
21727,22103,3.0
21862,21994,21.0
21851,22063,1.0
21757,22039,5.0
21934,21986,17.0
21862,22101,8.0
21637,22064,6.0
21826,22087,3.0
21875,22066,2.0
21914,21970,31.0
21887,21957,2.0
21887,21982,1.0
21635,22052,32.0
21887,22053,2.0
21635,21956,24.0
21928,21983,1.0
21842,22052,16.0
21887,21981,1.0
21887,22005,1.0
21757,22112,12.0
21793,22012,2.0
21658,21990,1.0
21925,22083,4.0
21779,22056,17.0
21737,22085,5.0
21758,22068,4.0
21914,22086,28.0
21728,21986,2.0
21885,22012,4.0
21842,21964,19.0
21914,22050,7.0
21753,21973,5.0
21806,21969,6.0
21922,22074,1.0
21914,22076,8.0
21753,22045,4.0
21718,22010,24.0
21753,22068,11.0
21753,21996,16.0
21666,22023,5.0
21738,22006,9.0
21620,22106,6.0
21785,21970,1.0
21641,22079,5.0
21738,21984,26.0
21630,21968,14.0
21641,22040,8.0
21738,21962,8.0
21738,22029,10.0
21783,22061,14.0
21630,21985,8.0
21783,21990,11.0
21862,22052,25.0
21715,22087,6.0
21918,22064,46.0
21678,22095,9.0
21776,21957,1.0
21896,22033,6.0
21748,22054,14.0
21913,22055,1.0
21874,22065,2.0
21710,22098,4.0
21933,22099,9.0
21931,22101,1.0
21752,22103,1.0
21640,21950,2.0
21739,21950,2.0
21820,21950,13.0
21817,21950,2.0
21835,21984,2.0
21671,22008,21.0
21748,22008,9.0
21666,22026,2.0
21774,22026,1.0
21862,22026,3.0
21874,22026,1.0
21609,22026,7.0
21820,22026,9.0
21918,22026,7.0
21645,22026,2.0
21710,22026,3.0
21630,22026,2.0
21635,22079,54.0
21862,21979,16.0
21933,21979,19.0
21741,21979,2.0
21762,21979,1.0
21710,21979,5.0
21918,21990,25.0
21713,21990,2.0
21835,21996,14.0
21918,21998,4.0
21750,22016,1.0
21713,22016,7.0
21838,22019,1.0
21842,22024,2.0
21918,22024,1.0
21635,22024,2.0
21848,21980,1.0
21848,22088,1.0
21783,22056,16.0
21815,22056,5.0
21931,22004,60.0
21842,22004,5.0
21767,21956,4.0
21611,21956,1.0
21666,21956,2.0
21779,21956,10.0
21875,21956,5.0
21896,21956,18.0
21848,21956,1.0
21782,21956,3.0
21601,21956,1.0
21890,22039,8.0
21668,22066,3.0
21931,21966,38.0
21718,22080,3.0
21621,22060,9.0
21621,21988,11.0
21918,21965,20.0
21791,22059,2.0
21896,22114,9.0
21652,22028,8.0
21898,21981,97.0
21769,22061,9.0
21786,22111,18.0
21681,22014,4.0
21720,22072,4.0
21769,22089,4.0
21769,22114,7.0
21792,21947,3.0
21926,21974,1.0
21762,21982,1.0
21757,21947,6.0
21914,22103,2.0
21668,22085,10.0
21671,22040,7.0
21688,22056,31.0
21733,22039,9.0
21772,21991,22.0
21679,22061,2.0
21630,21997,7.0
21826,22093,11.0
21934,22062,32.0
21779,22035,15.0
21771,21962,7.0
21786,22060,2.0
21871,22055,10.0
21862,22092,5.0
21862,21948,3.0
21705,21970,4.0
21678,22094,15.0
21826,21963,2.0
21720,21971,23.0
21805,22085,3.0
21913,22011,13.0
21756,22032,3.0
21653,22056,1.0
21659,22112,9.0
21815,22038,8.0
21615,21969,2.0
21913,22105,4.0
21939,22078,10.0
21939,22065,10.0
21862,22042,12.0
21913,22082,9.0
21939,22083,3.0
21939,22064,2.0
21939,22079,9.0
21620,22082,1.0
21787,21989,14.0
21727,22095,2.0
21871,21966,4.0
21786,21947,4.0
21674,22108,20.0
21913,21989,5.0
21840,22085,5.0
21815,22045,9.0
21840,22082,2.0
21890,22096,5.0
21680,21989,1.0
21856,22064,12.0
21771,22035,14.0
21808,22114,1.0
21792,22114,4.0
21808,22088,1.0
21792,22043,2.0
21737,22112,13.0
21808,22083,1.0
21926,21986,1.0
21681,22002,3.0
21756,22003,1.0
21906,21983,3.0
21770,22009,2.0
21892,21967,9.0
21688,22021,5.0
21696,21960,5.0
21762,21993,14.0
21892,22037,11.0
21762,22090,1.0
21892,21965,12.0
21696,22014,3.0
21696,22030,3.0
21906,22056,1.0
21678,21988,45.0
21879,21988,20.0
21688,21997,9.0
21890,21986,3.0
21738,21994,1.0
21696,22010,9.0
21906,22013,1.0
21645,22039,24.0
21642,22058,11.0
21697,22011,11.0
21782,22035,6.0
21769,22039,5.0
21906,22067,4.0
21770,22067,2.0
21738,22014,4.0
21906,21947,2.0
21696,22041,7.0
21696,21948,3.0
21906,21948,1.0
21638,21948,3.0
21763,21950,3.0
21796,21997,1.0
21840,21997,1.0
21738,22008,15.0
21738,22017,4.0
21638,21947,5.0
21836,22051,1.0
21713,22043,13.0
21734,21983,17.0
21734,22031,7.0
21792,21982,10.0
21734,22007,8.0
21645,22032,35.0
21734,22041,2.0
21734,21959,12.0
21734,22054,17.0
21792,21958,8.0
21913,22039,2.0
21913,22090,10.0
21935,21961,1.0
21886,21993,49.0
21752,22034,9.0
21631,22066,1.0
21798,22067,3.0
21705,22016,3.0
21752,21962,8.0
21842,22009,9.0
21601,22037,2.0
21688,21959,20.0
21770,21984,3.0
21891,22017,8.0
21815,21970,13.0
21891,22060,12.0
21762,22018,7.0
21718,21957,16.0
21860,22070,2.0
21815,22109,15.0
21815,21953,1.0
21860,22047,1.0
21862,21970,17.0
21641,22085,4.0
21879,22019,9.0
21879,22064,17.0
21848,22086,1.0
21630,22088,21.0
21630,21969,19.0
21713,22071,1.0
21630,21965,15.0
21817,21968,2.0
21731,21969,5.0
21686,22093,3.0
21741,22086,3.0
21609,22091,54.0
21787,22111,23.0
21681,21967,2.0
21787,21983,1.0
21892,22066,5.0
21799,22087,2.0
21890,22111,5.0
21769,22059,4.0
21734,22109,1.0
21772,22091,1.0
21668,22019,1.0
21748,22062,15.0
21754,22011,1.0
21710,21957,6.0
21895,22054,2.0
21914,22047,6.0
21710,21960,7.0
21668,22069,14.0
21836,21962,7.0
21642,21990,15.0
21653,22089,5.0
21836,22065,20.0
21769,22033,5.0
21769,22065,12.0
21888,22052,4.0
21913,22012,14.0
21872,22016,1.0
21913,22059,15.0
21888,21981,1.0
21608,21983,2.0
21895,22077,2.0
21862,22103,6.0
21913,21988,11.0
21862,21988,32.0
21862,22010,31.0
21862,22078,12.0
21862,22088,10.0
21913,21986,8.0
21667,22108,3.0
21862,22028,29.0
21871,22054,4.0
21727,22089,12.0
21784,22000,1.0
21637,22021,1.0
21784,22037,10.0
21637,22037,2.0
21637,22044,2.0
21637,22055,3.0
21637,22084,3.0
21918,22022,5.0
21666,22022,20.0
21748,21963,14.0
21637,22063,4.0
21886,22105,16.0
21859,22065,9.0
21859,21992,17.0
21670,22016,2.0
21918,22038,34.0
21859,21991,10.0
21748,21991,22.0
21638,22015,6.0
21748,22078,2.0
21748,22104,11.0
21869,22054,4.0
21603,22054,1.0
21620,22088,2.0
21660,22109,4.0
21871,21996,3.0
21656,22088,1.0
21604,22084,1.0
21656,22090,4.0
21713,21987,9.0
21737,22051,5.0
21836,22063,19.0
21630,22071,9.0
21836,22106,9.0
21914,22096,13.0
21641,22011,4.0
21666,21948,19.0
21876,22011,7.0
21620,22011,2.0
21876,21965,4.0
21783,21985,8.0
21876,21987,13.0
21876,22059,5.0
21738,21969,2.0
21630,21996,17.0
21774,22108,3.0
21907,21957,4.0
21737,21986,8.0
21895,22060,2.0
21733,22034,20.0
21715,22090,7.0
21774,22035,6.0
21734,22064,2.0
21815,21989,11.0
21836,21990,7.0
21666,22048,8.0
21813,22097,1.0
21934,22106,11.0
21642,21982,18.0
21615,22063,4.0
21841,22064,2.0
21815,22064,10.0
21713,21968,5.0
21771,22081,2.0
21817,22042,3.0
21885,22042,1.0
21833,22017,4.0
21848,22109,5.0
21848,22064,2.0
21927,22089,1.0
21891,22110,10.0
21786,22097,6.0
21640,22097,4.0
21820,22113,20.0
21713,22087,4.0
21620,21967,2.0
21869,22059,3.0
21778,22111,3.0
21748,21990,9.0
21779,21968,19.0
21756,22013,1.0
21618,22059,1.0
21802,21962,2.0
21714,21987,1.0
21879,22018,15.0
21942,22060,1.0
21706,22097,1.0
21709,21998,6.0
21815,21966,7.0
21692,22074,3.0
21886,21987,36.0
21886,21964,48.0
21862,22038,29.0
21815,22033,7.0
21791,22039,1.0
21791,21968,2.0
21753,22113,4.0
21791,22110,2.0
21753,22112,6.0
21791,21987,1.0
21678,22065,44.0
21753,22111,5.0
21857,22091,5.0
21637,22006,4.0
21939,22063,2.0
21718,22029,22.0
21939,22082,1.0
21807,22064,6.0
21786,22044,15.0
21662,22059,4.0
21713,22083,2.0
21739,21997,1.0
21705,22042,6.0
21807,21969,5.0
21807,22017,4.0
21807,22079,3.0
21807,22015,4.0
21637,21969,3.0
21933,22004,65.0
21637,22066,2.0
21637,22080,2.0
21896,21984,15.0
21918,22070,8.0
21699,22071,1.0
21914,21964,25.0
21896,22045,4.0
21811,22082,5.0
21896,21960,13.0
21896,22019,6.0
21762,22040,14.0
21888,22064,10.0
21898,22095,21.0
21896,22066,11.0
21896,21991,23.0
21885,22015,3.0
21896,22044,6.0
21896,21994,9.0
21896,22003,11.0
21748,22029,12.0
21748,21957,7.0
21748,21981,7.0
21748,22005,7.0
21748,21959,5.0
21748,22030,14.0
21748,21982,11.0
21748,22006,12.0
21710,22057,13.0
21686,22042,3.0
21909,22107,2.0
21879,21964,19.0
21797,21983,9.0
21869,22109,4.0
21843,21970,1.0
21890,22086,4.0
21843,22005,3.0
21890,21970,11.0
21741,22030,3.0
21615,22014,1.0
21692,22042,1.0
21758,22066,6.0
21836,22091,6.0
21869,22015,3.0
21601,22062,5.0
21782,22080,2.0
21782,22068,4.0
21836,21970,9.0
21609,22000,2.0
21782,22002,1.0
21769,22002,2.0
21892,22014,9.0
21754,22057,1.0
21705,22069,1.0
21778,22086,3.0
21771,21997,2.0
21817,22070,1.0
21838,22066,3.0
21815,22083,5.0
21896,22038,14.0
21896,22058,6.0
21896,22088,7.0
21918,21986,33.0
21748,22036,11.0
21886,22037,36.0
21748,22061,9.0
21918,22017,38.0
21896,21985,10.0
21896,21961,12.0
21896,22096,2.0
21896,22081,5.0
21896,22105,5.0
21896,22057,9.0
21675,22071,1.0
21886,22102,12.0
21886,22103,19.0
21730,22085,4.0
21763,21993,11.0
21841,22010,1.0
21786,22046,7.0
21815,22050,1.0
21778,22085,8.0
21615,21989,1.0
21615,22062,4.0
21834,22067,2.0
21640,22068,10.0
21926,21989,3.0
21834,21998,2.0
21756,21952,1.0
21756,21970,1.0
21926,22114,2.0
21926,21961,3.0
21769,21966,6.0
21792,21967,4.0
21811,21967,5.0
21906,21970,4.0
21737,22037,6.0
21653,22079,6.0
21635,21982,65.0
21783,22009,11.0
21899,22041,31.0
21635,22005,50.0
21678,21973,11.0
21730,22042,2.0
21730,22088,1.0
21779,21947,9.0
21779,21965,31.0
21601,22103,3.0
21667,21972,3.0
21730,22091,2.0
21666,21984,1.0
21674,22016,2.0
21932,22036,25.0
21932,21962,11.0
21659,21976,3.0
21909,21981,3.0
21668,21963,1.0
21733,21968,9.0
21826,22095,8.0
21713,22061,5.0
21720,22041,15.0
21720,21990,2.0
21885,21963,5.0
21778,22106,4.0
21728,22106,3.0
21640,22106,2.0
21862,22080,14.0
21678,22083,19.0
21607,21947,3.0
21840,22047,2.0
21657,22081,1.0
21892,21989,14.0
21738,22035,1.0
21865,21987,2.0
21905,22079,9.0
21718,22062,4.0
21686,22113,3.0
21762,22065,7.0
21886,21978,6.0
21681,22089,1.0
21798,21963,5.0
21899,21991,20.0
21907,21962,5.0
21815,21986,23.0
21907,22043,4.0
21891,21948,3.0
21788,22054,2.0
21668,22114,1.0
21659,22059,2.0
21748,21973,5.0
21888,22037,11.0
21737,22040,7.0
21640,22041,4.0
21890,22058,4.0
21835,21962,5.0
21857,22060,17.0
21715,22088,1.0
21811,22055,10.0
21642,22034,16.0
21922,22044,5.0
21801,22112,1.0
21842,22059,22.0
21824,21971,1.0
21610,22034,1.0
21751,22061,1.0
21824,22065,2.0
21840,22101,3.0
21773,22043,2.0
21824,21970,3.0
21732,21969,3.0
21618,22114,2.0
21784,21970,7.0
21824,21993,5.0
21666,21966,9.0
21771,22012,10.0
21817,21964,9.0
21805,22060,7.0
21686,22012,1.0
21720,22018,26.0
21742,22055,1.0
21667,22016,8.0
21715,22008,1.0
21715,22012,2.0
21914,22033,16.0
21914,22043,35.0
21914,22016,26.0
21939,22040,2.0
21607,21976,1.0
21892,21979,1.0
21714,22012,1.0
21809,22035,1.0
21727,22054,1.0
21652,22056,3.0
21688,22053,13.0
21835,22060,15.0
21779,22028,5.0
21842,21947,10.0
21759,22036,2.0
21605,22043,2.0
21944,22021,21.0
21711,22107,3.0
21795,21984,2.0
21928,22089,3.0
21720,22092,22.0
21795,22014,1.0
21642,21992,11.0
21833,21971,1.0
21661,22055,2.0
21826,22003,1.0
21926,22035,3.0
21661,22031,3.0
21825,21993,3.0
21879,22107,8.0
21619,22019,2.0
21840,21985,1.0
21825,22017,3.0
21825,22066,1.0
21604,22114,1.0
21840,21993,5.0
21711,22084,1.0
21825,21995,1.0
21621,22073,2.0
21754,22071,2.0
21617,22043,1.0
21836,21988,17.0
21733,22088,6.0
21892,22106,9.0
21898,22081,27.0
21892,22089,13.0
21733,22089,11.0
21892,22036,13.0
21815,22065,14.0
21892,22059,15.0
21892,22083,6.0
21892,22042,8.0
21815,22112,7.0
21892,22034,15.0
21688,22006,29.0
21720,22057,6.0
21817,21947,3.0
21705,22094,1.0
21886,21950,20.0
21680,22011,2.0
21857,22105,6.0
21917,22038,1.0
21926,22096,1.0
21932,22086,4.0
21803,21961,1.0
21681,21964,3.0
21681,22037,2.0
21826,21966,3.0
21932,22087,3.0
21826,21992,3.0
21659,22056,5.0
21659,21966,3.0
21737,22068,4.0
21808,21991,1.0
21659,21960,3.0
21659,21984,2.0
21659,22009,7.0
21804,22015,2.0
21659,21991,5.0
21823,22011,17.0
21659,21968,5.0
21659,22064,2.0
21659,21985,3.0
21659,22033,3.0
21659,21967,3.0
21791,21966,3.0
21659,22057,2.0
21816,22112,1.0
21840,22059,7.0
21816,22038,1.0
21875,21990,3.0
21816,22031,2.0
21890,22014,6.0
21756,22014,1.0
21609,22032,59.0
21715,22013,1.0
21715,22114,2.0
21693,21968,2.0
21832,22066,1.0
21934,22067,12.0
21832,22057,2.0
21892,22110,9.0
21881,21981,1.0
21862,21972,1.0
21809,22009,1.0
21857,22092,1.0
21718,21987,30.0
21879,22056,7.0
21730,22032,6.0
21738,22034,7.0
21932,22062,9.0
21784,21984,8.0
21888,22006,4.0
21809,22091,2.0
21783,22032,19.0
21890,21960,4.0
21890,21983,13.0
21753,22081,14.0
21892,21994,16.0
21613,22081,1.0
21888,21982,6.0
21680,21988,2.0
21890,22007,9.0
21681,21978,2.0
21710,22004,5.0
21710,22029,13.0
21710,22063,9.0
21772,21970,19.0
21779,22090,28.0
21710,22035,10.0
21710,22078,10.0
21783,22101,7.0
21779,22053,9.0
21879,21957,4.0
21779,22029,14.0
21713,22081,1.0
21758,22087,1.0
21758,22043,6.0
21758,22038,3.0
21758,22014,1.0
21758,22110,1.0
21844,21947,1.0
21758,21991,3.0
21885,21949,3.0
21758,22015,2.0
21758,22039,5.0
21758,22062,2.0
21758,22018,6.0
21758,22019,7.0
21885,22045,1.0
21758,22088,2.0
21758,22063,2.0
21885,22095,2.0
21758,22040,3.0
21844,22094,3.0
21798,22083,17.0
21758,21998,1.0
21666,21999,9.0
21625,22058,3.0
21688,22007,26.0
21707,22060,3.0
21840,21960,6.0
21842,21985,22.0
21825,22011,8.0
21783,22031,31.0
21771,22090,10.0
21797,22035,2.0
21733,21965,14.0
21737,22110,13.0
21674,22085,8.0
21875,21969,3.0
21774,21987,4.0
21807,22052,5.0
21807,21989,3.0
21807,21957,17.0
21807,22036,4.0
21807,21964,4.0
21807,22013,3.0
21807,22029,31.0
21807,21988,2.0
21807,22010,1.0
21807,21991,3.0
21720,22113,11.0
21807,21963,3.0
21807,22008,3.0
21807,22059,2.0
21632,21988,2.0
21769,22030,7.0
21779,22055,11.0
21812,21981,1.0
21886,21996,38.0
21769,22034,7.0
21769,21992,17.0
21888,22034,5.0
21888,21987,10.0
21842,22033,19.0
21637,22079,1.0
21637,22099,1.0
21686,22067,6.0
21786,22067,8.0
21783,22073,7.0
21676,22083,1.0
21848,21964,3.0
21860,22094,1.0
21932,21969,65.0
21932,21992,64.0
21932,21968,34.0
21932,22040,33.0
21737,22059,5.0
21772,21994,16.0
21772,21971,8.0
21652,22041,6.0
21932,22064,22.0
21932,21960,11.0
21772,21995,5.0
21907,22016,5.0
21932,22016,36.0
21907,22061,3.0
21932,22015,20.0
21681,21981,4.0
21779,22059,17.0
21779,22015,19.0
21842,21957,25.0
21699,22041,1.0
21804,22054,1.0
21804,22057,2.0
21728,22063,2.0
21804,21958,1.0
21896,22039,18.0
21891,22040,5.0
21804,21959,2.0
21804,21982,1.0
21898,22025,3.0
21898,22077,15.0
21811,22028,13.0
21811,22004,9.0
21804,22005,1.0
21896,21987,13.0
21804,22030,1.0
21678,22009,26.0
21896,22013,6.0
21678,21984,44.0
21820,22031,4.0
21693,21989,3.0
21779,22005,12.0
21779,22016,26.0
21779,22078,19.0
21779,21959,22.0
21779,22031,22.0
21926,22101,4.0
21913,22114,7.0
21633,22102,2.0
21733,22021,12.0
21695,22038,13.0
21695,22050,3.0
21907,21999,1.0
21695,21973,8.0
21695,22021,17.0
21932,21964,24.0
21932,22018,22.0
21932,22041,41.0
21932,21993,47.0
21932,22078,24.0
21695,22082,6.0
21695,21991,10.0
21607,22001,1.0
21695,21985,11.0
21695,22110,12.0
21695,22027,7.0
21693,22037,5.0
21857,22033,27.0
21695,22012,4.0
21695,22051,5.0
21604,21964,2.0
21604,22017,1.0
21650,22087,1.0
21619,22023,2.0
21619,22024,1.0
21706,22050,1.0
21640,22050,2.0
21820,22101,6.0
21914,22109,16.0
21771,21969,5.0
21779,21996,16.0
21862,22063,24.0
21921,22104,2.0
21609,22049,8.0
21765,22031,2.0
21641,22057,4.0
21928,22096,4.0
21787,22061,8.0
21645,22019,14.0
21713,21985,2.0
21674,22109,18.0
21666,22020,47.0
21630,22069,19.0
21640,22088,7.0
21788,22029,1.0
21757,21962,4.0
21738,22059,7.0
21769,22094,1.0
21798,22034,7.0
21703,21961,2.0
21886,22094,7.0
21727,22087,7.0
21737,22088,10.0
21931,22062,25.0
21733,21947,17.0
21931,21981,62.0
21931,22013,30.0
21754,22067,9.0
21737,22086,5.0
21895,21965,1.0
21895,21981,3.0
21931,21990,20.0
21889,22086,1.0
21840,22068,7.0
21836,22013,15.0
21931,22038,21.0
21888,22061,4.0
21931,21965,26.0
21931,22037,24.0
21931,22061,18.0
21895,22013,3.0
21739,22001,1.0
21931,22012,12.0
21895,22029,1.0
21786,22069,12.0
21931,21979,17.0
21895,21988,4.0
21931,21989,21.0
21696,22013,6.0
21696,22071,3.0
21931,21964,22.0
21895,21996,4.0
21895,21984,4.0
21931,22053,31.0
21696,21989,4.0
21895,21995,2.0
21931,22039,26.0
21696,21980,6.0
21772,21987,21.0
21696,22038,5.0
21696,21957,8.0
21931,21957,28.0
21696,21965,8.0
21696,22054,5.0
21906,22111,3.0
21931,21956,48.0
21696,22053,3.0
21696,22061,1.0
21666,22061,9.0
21895,22008,1.0
21696,22062,3.0
21696,22005,6.0
21895,22037,2.0
21696,21964,4.0
