source_poi,target_poi,delta_times
8703,8422,1.0
13718,7206,1.0
7206,18556,1.0
17935,20178,1.0
20178,12036,1.0
13718,19961,1.0
18862,20980,1.0
20980,10581,2.0
8978,13092,1.0
12655,14124,2.0
14124,13601,2.0
13601,19837,2.0
21434,19098,1.0
13804,10033,2.0
15587,19725,1.0
7707,10646,1.0
19725,10456,1.0
19725,13762,1.0
19725,17594,1.0
17222,8357,1.0
16896,17222,1.0
17222,8562,1.0
8562,12863,1.0
15160,17222,1.0
14229,11566,1.0
8719,16744,6.0
19172,11659,1.0
19190,16790,1.0
20306,11861,1.0
11861,14147,1.0
8801,12511,1.0
14761,11250,2.0
16466,12423,1.0
13038,15816,2.0
15893,17995,1.0
8517,11449,2.0
8274,16730,1.0
16178,16997,1.0
9741,11449,1.0
10167,11449,2.0
11449,21452,2.0
19984,11449,1.0
21458,10167,1.0
16178,11449,1.0
15466,18851,1.0
7656,21493,1.0
7919,7249,1.0
7227,9237,2.0
9032,20817,1.0
9032,10721,1.0
9032,7378,1.0
12928,17744,1.0
12015,18961,1.0
19621,15973,1.0
15973,7422,1.0
7422,15463,1.0
15463,7041,1.0
7041,19621,1.0
12465,12054,1.0
12054,19514,1.0
19514,12252,1.0
19621,12252,10.0
18479,17451,1.0
17451,9062,1.0
21502,18961,1.0
18961,19621,6.0
19621,10186,1.0
10186,18443,1.0
18443,16220,1.0
16220,18961,1.0
18961,11507,4.0
11507,16194,1.0
11507,15951,1.0
11226,7053,1.0
7053,18943,1.0
18943,8377,1.0
19621,15951,2.0
15951,19254,1.0
13602,19621,1.0
12252,18961,2.0
20681,12015,1.0
12015,12252,1.0
12252,19621,3.0
11507,19621,2.0
12015,13496,1.0
13496,17356,1.0
17356,21410,1.0
21410,16827,1.0
16827,19621,1.0
19621,20729,1.0
10186,9993,1.0
15543,19984,1.0
19358,19621,1.0
19621,10194,1.0
18429,7968,1.0
7968,12988,1.0
16572,19621,1.0
18961,9930,1.0
18429,15773,1.0
15773,20156,1.0
20156,8415,1.0
19621,18961,2.0
13208,21378,1.0
21378,10186,1.0
17154,8838,1.0
19621,16639,1.0
16639,19621,1.0
19621,14895,1.0
8530,7968,2.0
19621,8629,1.0
8629,8320,1.0
8320,21502,1.0
13311,8530,1.0
12252,9710,1.0
7358,18961,1.0
14847,18396,1.0
21025,12152,1.0
12152,15574,1.0
17408,8601,1.0
14041,12901,1.0
12901,21253,1.0
21253,14294,1.0
13331,11755,1.0
14301,16897,1.0
20244,16294,1.0
16294,16581,1.0
15659,11117,2.0
11117,11452,2.0
11452,16090,1.0
11889,16652,1.0
16652,10248,1.0
10248,19854,1.0
19854,20244,1.0
20328,18423,1.0
17864,11822,1.0
12259,19154,2.0
20760,8864,10.0
8864,20718,1.0
10958,16750,1.0
15153,15163,1.0
20760,11046,1.0
21121,11766,1.0
21121,10369,1.0
21121,21423,1.0
21423,7845,1.0
20760,20718,4.0
12599,8730,2.0
7203,12576,1.0
11985,14220,1.0
11548,11985,1.0
11985,11548,1.0
11985,8730,1.0
14857,8517,14.0
19152,19579,2.0
12563,8098,3.0
20428,11446,1.0
18060,13306,1.0
13306,10127,1.0
12216,17751,1.0
18060,8688,1.0
8688,13306,1.0
18041,11162,1.0
13306,9580,1.0
18060,13588,1.0
10045,20063,1.0
13306,13588,1.0
14873,15386,2.0
16655,20586,1.0
18234,11209,1.0
14740,18775,1.0
15956,20684,1.0
9240,15286,1.0
18606,15286,1.0
20334,10493,1.0
13847,12928,2.0
12928,17913,3.0
7787,14948,1.0
14948,12439,1.0
18745,16587,1.0
9238,12687,1.0
14159,17299,2.0
14584,10346,1.0
14584,12086,1.0
15807,12086,1.0
13590,12928,2.0
14183,14139,1.0
14257,20564,1.0
9980,20401,2.0
12988,8222,2.0
13572,15598,1.0
20485,15071,1.0
8974,9980,1.0
10249,13638,2.0
18830,17833,2.0
18830,16381,1.0
16381,10249,1.0
10249,12768,1.0
12768,16973,1.0
16973,16650,1.0
11239,10775,1.0
12259,17436,1.0
12259,19192,1.0
13163,12655,1.0
12655,8880,1.0
16747,9649,2.0
9649,17488,2.0
17488,13163,2.0
13163,17488,1.0
16909,17488,3.0
17488,17523,1.0
17523,21219,1.0
21219,19937,1.0
8555,11074,1.0
19323,7173,1.0
14458,11629,1.0
11629,19630,1.0
19487,13648,8.0
21086,12928,1.0
18616,9899,2.0
7249,12766,5.0
14131,10033,1.0
19537,14191,1.0
14382,17049,3.0
12475,12839,1.0
20776,19947,3.0
18977,13948,1.0
21268,8728,1.0
16189,17299,1.0
15013,16203,1.0
16203,12093,1.0
17603,8292,1.0
8292,16238,3.0
16203,16238,1.0
17603,12093,1.0
17603,18944,1.0
15013,17132,2.0
17132,19992,1.0
17603,11797,3.0
11797,12093,3.0
17132,17603,1.0
11503,8667,1.0
11503,15078,1.0
17603,16238,1.0
17603,12362,1.0
16203,19751,1.0
12252,16503,1.0
11797,16238,7.0
16669,9934,2.0
11325,16669,2.0
8517,20642,1.0
9178,9818,11.0
9178,16151,11.0
16151,9818,7.0
9818,8296,4.0
9818,11836,6.0
11836,12708,1.0
12708,17041,1.0
17041,21370,1.0
16151,12708,1.0
11836,9752,1.0
9752,8296,8.0
9818,9752,3.0
8296,12708,2.0
13467,9752,2.0
21116,20428,1.0
16151,10133,1.0
10133,14493,1.0
14493,21370,1.0
16151,8296,1.0
16151,9752,1.0
9178,12708,1.0
11836,18632,1.0
17603,11854,2.0
11854,18303,1.0
14027,21370,1.0
18961,17933,1.0
10146,7776,1.0
16993,20101,1.0
9178,12660,2.0
11836,12660,2.0
9178,11836,2.0
11836,9818,3.0
9818,12660,1.0
20728,9524,1.0
13342,7445,1.0
15872,14287,1.0
16756,13189,1.0
12556,15872,2.0
12556,8936,1.0
8936,7692,1.0
7692,19719,1.0
19719,7692,1.0
7237,7882,1.0
10716,8810,1.0
14637,7710,1.0
7237,12556,2.0
13189,17168,1.0
17995,12556,1.0
15872,7692,1.0
7237,16512,1.0
16512,18500,1.0
18552,12556,1.0
11544,10592,1.0
17168,7692,2.0
7692,10888,1.0
7692,10342,3.0
7692,12773,1.0
13482,7692,1.0
12556,10888,1.0
12556,18907,1.0
13522,11652,1.0
16799,15761,1.0
15761,10100,1.0
7395,8719,1.0
16545,18606,1.0
18606,7434,1.0
7249,9234,1.0
9931,18157,1.0
9931,21249,1.0
8000,12571,2.0
8000,21249,1.0
16544,11038,2.0
11038,14124,3.0
17985,14627,1.0
21093,21249,1.0
21249,15818,1.0
15818,20651,1.0
21249,8000,1.0
18545,8000,1.0
16747,16224,1.0
16224,14124,1.0
8854,21044,1.0
10163,16935,1.0
18809,21074,1.0
21074,9238,1.0
9238,13342,5.0
19474,9238,1.0
16189,20372,1.0
16587,13086,1.0
7119,14724,1.0
13086,12412,1.0
18723,14724,1.0
16587,14902,1.0
14902,14724,1.0
20334,19087,1.0
13890,10746,1.0
16587,19315,1.0
18723,16483,1.0
16483,20774,1.0
20774,8233,1.0
8233,6985,1.0
14724,13086,1.0
13086,14724,1.0
21507,21518,1.0
9273,14124,2.0
14124,16063,4.0
16063,11222,1.0
18510,12023,1.0
14853,11072,1.0
18159,20215,1.0
20052,14853,1.0
14853,12687,1.0
8812,14987,1.0
17433,7232,1.0
8504,7042,1.0
14683,15898,2.0
12396,14987,1.0
18606,8178,1.0
15463,10246,1.0
21226,9766,1.0
11275,13273,1.0
14257,14468,2.0
8331,10699,1.0
15814,11541,1.0
11541,9099,1.0
18046,15598,1.0
21188,9242,1.0
17560,8782,2.0
14389,15944,1.0
19441,16609,1.0
14389,17085,2.0
14897,9532,1.0
17562,12253,1.0
9056,9428,1.0
16174,14158,1.0
14158,18442,1.0
20507,8665,1.0
12055,21337,1.0
21337,21157,1.0
21157,15142,1.0
12055,16798,1.0
7744,10958,3.0
15819,18882,1.0
20364,13750,1.0
20364,13325,1.0
15819,13325,1.0
13325,16231,1.0
7788,19768,1.0
15493,13544,1.0
8517,16532,6.0
16532,7968,1.0
7968,19970,3.0
19970,17447,1.0
17447,16366,1.0
16366,11563,1.0
10990,17856,1.0
18882,13325,1.0
16921,7474,1.0
9201,9800,1.0
18749,7968,1.0
9930,19166,1.0
14594,9027,2.0
19246,14594,1.0
15315,11682,1.0
14594,19841,1.0
18788,9769,1.0
9769,10005,1.0
14556,20275,1.0
20729,19369,1.0
15754,18492,1.0
20729,12171,1.0
12171,9815,1.0
18788,18492,1.0
10146,18492,1.0
19362,18492,1.0
19362,16203,4.0
18479,18050,1.0
16773,11507,1.0
11507,18492,1.0
21327,19362,1.0
18050,20600,2.0
16983,10952,3.0
14574,15223,1.0
17278,15982,1.0
21571,18219,1.0
12059,10005,1.0
10005,18154,1.0
18154,8134,1.0
11507,13367,1.0
13367,10005,1.0
10005,9818,1.0
18788,17550,1.0
18993,11836,1.0
21089,7031,1.0
12557,15742,1.0
9240,16539,5.0
16539,7249,2.0
7249,13307,3.0
14948,9499,1.0
9499,8719,1.0
16744,15925,1.0
15925,11461,1.0
11461,11369,1.0
7249,9240,3.0
10203,19235,2.0
19235,16907,1.0
21268,13034,1.0
9660,14797,1.0
14520,21265,1.0
21265,21405,2.0
21405,12897,1.0
12897,9163,2.0
12897,18155,1.0
9163,21405,1.0
9163,12897,2.0
12897,9554,1.0
9554,16049,1.0
16049,18550,1.0
18550,12253,2.0
12253,9660,1.0
9163,19833,1.0
20489,15390,1.0
7383,14126,1.0
20335,15495,1.0
19399,15962,1.0
13357,15684,2.0
10528,7495,1.0
19707,20889,1.0
9352,20591,2.0
21043,14092,1.0
14092,8983,1.0
8983,8033,1.0
8033,11687,1.0
13742,7053,1.0
9565,14332,1.0
15062,7059,1.0
7816,12904,2.0
20316,14586,1.0
14586,20914,1.0
20914,19550,1.0
13170,11648,1.0
12855,11278,1.0
12855,15832,1.0
20036,20067,1.0
19242,13569,1.0
21176,16911,1.0
15816,10620,3.0
12928,16544,3.0
20440,15432,1.0
15432,7351,1.0
7351,7473,1.0
7690,12120,1.0
12749,8108,1.0
11602,9238,1.0
9171,8108,2.0
18532,9238,1.0
12749,7646,2.0
19023,13698,1.0
13698,15118,1.0
15118,18148,5.0
18148,16178,1.0
15630,8816,1.0
15118,20033,1.0
20033,12938,1.0
12938,15294,1.0
15294,18479,1.0
18479,18788,4.0
18788,15604,1.0
15604,17152,1.0
17152,12988,1.0
12988,10475,1.0
10475,11251,2.0
11251,10817,1.0
18148,13841,3.0
14549,12338,1.0
12338,12092,1.0
12092,14646,2.0
14646,19992,1.0
19992,12413,5.0
20033,13698,2.0
13698,12338,2.0
18148,14288,1.0
14288,13841,3.0
11507,12338,2.0
18148,15856,1.0
8517,20452,4.0
19174,8886,1.0
8886,15013,1.0
15013,10736,1.0
18148,9593,1.0
9593,19992,1.0
15118,14288,1.0
16864,15013,1.0
14057,13841,1.0
9126,8517,1.0
8517,19478,2.0
8517,18148,1.0
15118,16178,1.0
16178,13483,1.0
20272,21430,1.0
21430,16816,1.0
16816,15272,1.0
13342,8501,1.0
13342,14695,3.0
21507,14124,1.0
13342,12044,1.0
14497,20215,1.0
17055,16218,1.0
13882,7473,1.0
7473,18969,1.0
16184,12598,1.0
12598,7812,1.0
16184,14124,1.0
10207,17055,1.0
19970,8473,1.0
11836,8274,1.0
13325,15493,1.0
21371,8274,1.0
20305,14219,1.0
9261,10344,1.0
12766,7643,1.0
19793,17863,1.0
18472,17431,1.0
17431,11799,1.0
11339,13989,1.0
14103,7530,1.0
8049,18094,1.0
11461,8801,1.0
8801,11546,1.0
12445,8644,1.0
19785,12766,2.0
9904,11679,1.0
17345,20439,4.0
20439,7705,2.0
13590,16695,1.0
20254,11902,1.0
9754,20991,1.0
10140,19337,4.0
7692,14090,1.0
19414,7968,1.0
16931,13912,1.0
16931,14183,1.0
16105,21571,1.0
18014,20272,1.0
20244,19961,1.0
19961,18395,1.0
18395,8981,1.0
18578,12210,1.0
21352,16609,1.0
11888,12287,1.0
7575,20269,1.0
20269,7719,1.0
18225,17412,1.0
13197,19932,1.0
20235,15400,1.0
18441,14371,1.0
13732,8189,1.0
8189,9895,2.0
13197,13939,1.0
7149,7776,1.0
21530,20244,1.0
18606,7274,1.0
8190,9618,2.0
19537,10039,1.0
18606,14846,1.0
14846,18606,1.0
10249,19604,1.0
10581,12605,8.0
20565,21471,1.0
9946,8157,1.0
8157,9946,2.0
20428,7968,1.0
11507,18930,1.0
18637,11135,1.0
17753,8943,1.0
8943,19618,1.0
14117,19747,1.0
19747,12661,1.0
12065,13100,4.0
15895,17622,1.0
9997,11971,1.0
11051,19999,1.0
20272,11848,1.0
8818,14100,1.0
16305,17260,1.0
17260,15877,2.0
15877,10408,1.0
10408,7705,1.0
9678,11660,1.0
11660,20303,1.0
20303,13847,1.0
13847,7827,1.0
17260,17474,1.0
13132,9315,1.0
7827,18606,1.0
7249,12928,2.0
19992,18812,3.0
19579,9440,1.0
12928,16581,1.0
19845,20102,1.0
7643,10865,1.0
10865,10165,1.0
8891,19654,1.0
8591,9840,1.0
20244,9680,1.0
12325,7838,1.0
17190,20016,1.0
8619,7451,1.0
14723,12586,1.0
12586,16725,1.0
18738,10675,1.0
18738,7305,4.0
16939,18738,1.0
19516,12988,1.0
18738,18270,1.0
18738,12988,1.0
19216,12281,1.0
18175,7305,1.0
18738,18175,1.0
10117,18738,1.0
13748,13607,1.0
16285,18738,1.0
20582,19428,1.0
18738,10117,1.0
21276,8222,1.0
9626,18807,1.0
9146,18457,1.0
17571,12928,1.0
12129,10003,1.0
10003,9238,1.0
20005,14905,1.0
14905,19370,1.0
19370,17875,1.0
20005,19535,1.0
7464,11214,2.0
11548,12599,1.0
15479,8621,1.0
10667,15396,1.0
14497,20794,1.0
10206,14497,6.0
14497,16983,1.0
20745,16983,1.0
15176,20397,1.0
11626,9238,1.0
10206,15176,1.0
11163,9238,1.0
9519,14652,1.0
18195,21134,1.0
21134,15947,1.0
14497,7473,1.0
10003,21024,1.0
13459,14370,1.0
16639,7607,1.0
18796,16501,1.0
9875,14120,1.0
9255,16201,1.0
15951,9056,1.0
18148,19052,1.0
12670,20506,1.0
21015,17459,1.0
9875,18479,1.0
18479,14118,1.0
20501,10101,1.0
7968,9370,1.0
9370,12158,1.0
7245,16285,1.0
16285,18560,1.0
20573,14107,1.0
20506,18560,1.0
10475,19675,1.0
12660,17054,1.0
17054,9270,1.0
9270,18148,1.0
21571,20573,1.0
17820,13484,1.0
13484,8222,1.0
20736,14370,1.0
20506,8013,1.0
12770,20506,1.0
20678,20506,1.0
13081,20573,1.0
20573,16203,1.0
16203,16655,13.0
9681,13649,1.0
9920,15188,1.0
15911,12076,1.0
12076,16178,2.0
16178,9231,1.0
9231,15315,1.0
15315,10344,6.0
15067,16178,2.0
16178,18935,1.0
18935,14936,2.0
15911,14936,1.0
14936,9752,1.0
10588,9752,1.0
9752,10627,1.0
12298,12422,1.0
12422,17247,1.0
7254,16033,1.0
6987,8122,1.0
6987,13335,1.0
12766,7196,1.0
15253,17142,1.0
17142,9287,1.0
8878,17142,1.0
8291,21351,1.0
14103,11378,1.0
13485,14786,1.0
16224,20871,1.0
20871,12445,1.0
7909,8341,1.0
20644,15781,1.0
15781,16728,1.0
7608,9190,1.0
11975,19010,8.0
17857,14622,1.0
14222,8789,1.0
8789,17410,1.0
20871,15926,1.0
12385,12814,1.0
14718,19455,1.0
16747,14124,1.0
10760,18352,2.0
20497,10760,11.0
10760,14688,1.0
14688,18352,1.0
20642,8460,1.0
13085,16478,1.0
11511,20703,1.0
13913,12082,1.0
13913,15249,1.0
12292,12952,1.0
15624,7927,1.0
7927,10952,1.0
15624,20774,1.0
20774,10829,1.0
10630,10293,1.0
10293,8615,1.0
18569,8615,1.0
12993,8615,1.0
12766,17736,1.0
11674,13380,1.0
20216,13380,1.0
13380,9639,1.0
13846,13380,1.0
7968,13380,1.0
7886,19415,1.0
8190,20724,9.0
9343,7579,1.0
7579,16793,1.0
16793,14051,1.0
11231,17176,1.0
16795,11936,2.0
14124,13488,1.0
14361,14334,1.0
13898,18606,1.0
12911,13342,1.0
11173,19544,1.0
8693,8077,1.0
8580,7674,1.0
7674,21361,1.0
10607,15942,1.0
15942,8517,1.0
8517,12436,1.0
12436,7968,1.0
16182,9741,1.0
15057,12503,1.0
21564,16231,1.0
7743,12288,1.0
12288,14164,1.0
14164,7968,1.0
10101,14622,3.0
8597,15058,1.0
11595,10359,1.0
7380,7968,1.0
7968,16730,3.0
20824,21407,1.0
10853,20717,1.0
12436,14431,1.0
8222,19675,1.0
8629,12399,1.0
12399,15092,1.0
12532,20863,1.0
20863,8629,1.0
18872,8629,1.0
12900,19959,2.0
15479,18884,1.0
20381,9848,1.0
19675,15252,1.0
17937,7658,1.0
8782,11736,1.0
17260,21449,1.0
14532,9895,2.0
20871,9238,2.0
9238,12766,1.0
16081,16097,1.0
14627,14475,2.0
15926,12239,2.0
19456,12666,1.0
14542,10041,3.0
9238,16591,1.0
8854,13848,1.0
9248,13106,1.0
13106,20813,1.0
8812,16094,5.0
21501,21132,1.0
8812,8200,1.0
8812,11037,1.0
10542,9513,1.0
9513,8772,1.0
8812,14816,3.0
9797,9646,1.0
10070,17860,1.0
20303,12928,1.0
17913,9020,1.0
15385,7674,11.0
20497,11620,3.0
8038,8472,1.0
8472,13433,1.0
20497,7749,1.0
15385,12995,1.0
12995,20497,1.0
15385,10395,1.0
10467,11459,1.0
15480,15866,1.0
10467,7223,19.0
10467,16457,3.0
10467,9877,3.0
9237,15634,2.0
7223,11074,1.0
11074,17184,2.0
7223,11459,1.0
6989,21009,1.0
16726,21595,2.0
18655,19793,1.0
8339,14159,1.0
16858,8339,2.0
9562,18430,1.0
14179,12698,1.0
19657,8834,1.0
11382,20763,1.0
20763,18155,1.0
18155,15001,1.0
16827,16870,1.0
16870,19136,1.0
8330,19136,1.0
14103,14382,1.0
13876,14644,1.0
20348,9051,1.0
16581,8193,1.0
14639,14644,2.0
13196,14644,1.0
20531,16170,1.0
16170,15175,1.0
10095,21536,1.0
21536,9595,1.0
9317,8236,1.0
8236,17246,1.0
11667,18371,1.0
7575,12093,1.0
15732,14581,1.0
20768,17589,3.0
17589,17549,1.0
21015,10680,1.0
19970,9688,1.0
8587,10882,1.0
8748,13461,1.0
13545,14688,1.0
21361,10849,1.0
17755,14391,1.0
18196,12956,1.0
13837,11880,2.0
17031,20884,2.0
20884,8904,1.0
8904,7491,1.0
8580,10849,1.0
14391,7155,1.0
14553,12295,1.0
8884,20505,1.0
15992,12854,1.0
18063,13723,1.0
10389,13255,1.0
13982,15992,1.0
18902,19931,3.0
19760,15020,1.0
19443,10643,1.0
10581,18642,1.0
16264,18168,1.0
8381,12600,1.0
12600,14639,1.0
17989,19598,1.0
19598,15852,1.0
15852,8246,1.0
14644,13876,1.0
10442,14382,1.0
14382,15565,1.0
15565,14382,2.0
14382,9026,1.0
9026,14382,1.0
17935,14571,1.0
14571,13056,1.0
9590,7278,1.0
20645,9808,1.0
10442,14644,1.0
9246,21172,1.0
13145,13473,1.0
9246,9143,1.0
9143,12981,2.0
12981,7219,1.0
7219,10859,1.0
8907,9648,2.0
7741,12662,4.0
11878,14103,1.0
7091,15781,1.0
15988,9648,1.0
9648,12662,3.0
14543,16701,1.0
16701,7091,1.0
7091,7319,1.0
7741,19372,2.0
19372,12662,1.0
12662,14543,1.0
14543,13148,1.0
9464,13908,1.0
9759,18805,1.0
12662,18079,1.0
12662,18094,2.0
12087,7741,1.0
9569,12662,1.0
9648,13339,1.0
13339,12662,1.0
7319,9648,2.0
16163,10175,1.0
10175,9563,1.0
9563,14335,1.0
14335,8938,1.0
8938,8907,1.0
9648,9418,1.0
9418,13196,1.0
13196,9829,1.0
9829,7741,1.0
12662,19372,1.0
19372,14543,1.0
7741,15988,1.0
15988,9485,5.0
19053,7741,1.0
7741,13148,1.0
13148,14543,1.0
13339,7741,1.0
7741,9808,1.0
9808,15988,1.0
12662,15988,1.0
9485,7319,1.0
7319,11348,1.0
18094,12565,1.0
15253,8385,1.0
10260,12766,1.0
19537,10442,1.0
16264,15034,1.0
17876,16264,40.0
12605,9060,1.0
13007,7541,3.0
14336,9847,1.0
16264,17876,1.0
17876,17196,1.0
16264,17196,2.0
12605,17454,1.0
16264,9847,1.0
16264,12440,1.0
16264,13797,1.0
13797,9847,1.0
16264,19443,1.0
9847,17196,1.0
16264,9060,1.0
10581,12440,1.0
18189,9219,1.0
18072,8145,1.0
20610,18240,1.0
11852,13294,1.0
8189,20725,1.0
13758,9602,1.0
20774,11922,1.0
9238,7790,1.0
18052,11953,1.0
11953,13704,1.0
10158,11177,1.0
12536,20881,1.0
20881,18606,1.0
16294,12928,1.0
12928,20881,1.0
20881,7956,1.0
12384,15520,1.0
16600,12682,1.0
18453,12803,1.0
12682,18453,1.0
12682,8219,5.0
7173,11107,5.0
17686,9237,1.0
7173,20964,5.0
9237,8975,3.0
8975,13350,1.0
17360,13318,1.0
13318,15420,1.0
8769,14917,1.0
20805,21117,7.0
7173,19884,1.0
11074,11459,1.0
10608,20114,2.0
18224,9741,1.0
12158,8517,1.0
10062,19754,1.0
17315,8020,1.0
11263,14365,1.0
8568,15349,1.0
21166,12956,1.0
17642,7807,1.0
8290,10569,1.0
17313,19436,1.0
14664,21491,1.0
7729,11631,1.0
11631,13980,1.0
9352,17654,1.0
17654,20021,1.0
16631,13602,1.0
15630,13032,1.0
12123,19911,1.0
7685,9706,1.0
8120,18623,1.0
8236,17278,1.0
7968,20070,1.0
8719,16713,1.0
8653,20568,1.0
20568,8653,1.0
11209,18537,1.0
13102,8653,1.0
16854,19189,1.0
19189,20889,1.0
13432,13400,2.0
8653,8236,1.0
8517,8653,1.0
21571,8653,1.0
21223,20507,1.0
21223,14356,1.0
14356,10333,1.0
8918,18750,1.0
20163,13432,1.0
21407,8653,1.0
19764,8653,1.0
8653,18110,1.0
13432,18504,1.0
18504,8653,1.0
20798,8653,1.0
18110,8653,1.0
11870,8918,1.0
12619,6960,1.0
9438,8219,1.0
8653,8206,1.0
8206,19649,1.0
17862,14027,1.0
7968,8653,1.0
21257,11000,3.0
8787,14300,1.0
8653,12093,1.0
20498,16631,1.0
19533,15948,1.0
15630,8848,2.0
11400,7312,1.0
19316,11057,1.0
11057,11074,1.0
11057,17211,1.0
17211,12692,1.0
21573,14762,1.0
14762,8987,1.0
19753,16278,1.0
7418,17571,1.0
8116,18669,3.0
8116,20805,1.0
12928,19078,1.0
16288,18669,1.0
20805,8116,1.0
8116,16288,3.0
8116,13429,2.0
8116,10398,3.0
8116,16627,1.0
16627,10695,1.0
8219,10608,1.0
20114,10608,1.0
20805,11264,1.0
18669,10398,1.0
8307,8820,1.0
15175,7092,1.0
10895,18303,1.0
20768,14670,1.0
16178,14257,1.0
16426,16323,1.0
16323,14738,1.0
14738,18189,1.0
18148,18788,3.0
18788,20768,2.0
14738,17685,1.0
18934,12563,1.0
10590,8415,1.0
15464,20678,1.0
14738,20768,4.0
10048,14196,1.0
20049,18788,1.0
20638,13692,1.0
19730,20272,1.0
9199,14630,1.0
11455,12956,1.0
7753,12086,1.0
14124,18795,2.0
8580,8837,1.0
16734,8382,1.0
16671,19783,1.0
8184,14495,1.0
14495,20497,1.0
21101,14495,1.0
21101,7674,1.0
7674,9790,2.0
8652,10413,1.0
10413,8652,2.0
15517,14846,1.0
19798,13949,1.0
7378,18754,1.0
12614,17774,2.0
19798,12614,1.0
18971,11022,1.0
16796,9090,1.0
7121,14741,1.0
11442,16743,1.0
8876,17471,3.0
14922,12988,1.0
15737,14127,1.0
19542,7883,1.0
15936,14219,2.0
16458,9913,1.0
8236,7031,1.0
18537,12093,1.0
7238,18855,1.0
8720,21054,1.0
19369,10599,1.0
10599,15598,1.0
10877,14601,1.0
15287,7199,1.0
18118,8782,1.0
13483,20941,1.0
20941,16785,1.0
16785,15836,1.0
9811,20746,1.0
18987,12733,1.0
18987,10041,2.0
18987,16659,2.0
17415,16659,1.0
18987,11925,2.0
18987,9928,1.0
9928,8824,1.0
8824,10041,1.0
10271,18987,1.0
9381,15713,1.0
15713,21167,1.0
21167,10837,1.0
18047,14375,1.0
18987,14542,1.0
14542,15174,2.0
15174,12026,1.0
11473,15493,1.0
15493,7410,1.0
7410,8403,1.0
9381,14542,2.0
14542,10271,1.0
10271,19434,1.0
19434,18987,1.0
18987,7781,1.0
20567,19241,1.0
9381,14375,1.0
8876,14565,1.0
14565,10372,1.0
17471,20959,2.0
17415,18987,1.0
19434,16515,1.0
16515,16630,1.0
13284,10271,1.0
10271,16659,1.0
16659,18567,1.0
18567,8014,1.0
13284,11925,1.0
16659,18987,1.0
20567,9381,1.0
19434,19241,1.0
15912,18729,3.0
18729,20857,1.0
19983,11039,1.0
12949,10136,1.0
7379,20542,1.0
9731,10261,1.0
20655,14917,1.0
14917,11424,1.0
20724,12766,5.0
7981,11385,1.0
16299,17688,1.0
17499,17964,1.0
17877,8274,1.0
17638,16214,7.0
17638,11975,2.0
17638,16205,1.0
17638,19669,1.0
7792,8730,1.0
9514,8730,1.0
10749,9514,1.0
12766,20451,1.0
7629,7741,1.0
10442,16729,2.0
9836,10650,1.0
10650,17300,1.0
14103,11120,1.0
11120,7183,1.0
7183,9511,1.0
13278,10650,4.0
10650,14103,1.0
18458,10265,1.0
9112,17932,1.0
15171,8719,1.0
19856,10624,1.0
7042,15016,1.0
12988,19782,1.0
9818,18302,1.0
18302,18027,1.0
8834,16178,2.0
7428,18720,1.0
14428,12297,1.0
21458,7012,1.0
21162,18110,1.0
10742,12065,1.0
19322,12065,2.0
15463,13483,1.0
10044,12065,1.0
15286,14124,3.0
14124,14627,2.0
8456,14437,1.0
19072,8853,1.0
17841,21575,1.0
17471,8517,4.0
8517,20428,1.0
17246,19224,1.0
19224,7359,1.0
7359,8236,1.0
13047,13693,1.0
18097,8365,1.0
12641,20098,1.0
19004,15164,1.0
9238,18755,3.0
15164,11072,1.0
13928,10033,1.0
19615,19757,1.0
19757,16858,1.0
9203,11606,1.0
19822,9203,1.0
11080,15302,1.0
15302,14776,1.0
14776,11080,1.0
9997,17592,2.0
17592,7979,1.0
10388,19605,1.0
9203,12065,1.0
13818,7261,1.0
18024,13616,1.0
14396,18537,1.0
12609,7968,1.0
7968,17278,1.0
15550,7206,1.0
